rank,candidate_id,mask_u16_hex,open_count,solid_count,density,largest_open_component,open_component_count,north_socket_bits,south_socket_bits,west_socket_bits,east_socket_bits,floor_support_bits,ceiling_gap_bits,left_wall_bits,right_wall_bits,silhouette_signature,socket_signature,mirror_family_signature,density_bucket,edge_socket_bucket,support_affordance_class,hazard_detail_eligibility,role_tags,chunk_path_allowed,score
390,VIS01_MP_F080,0xF080,11,5,0.3125,11,1,0x0,0xF,0x7,0x5,0xF,0x0,0x8,0xA,R0104-C1112,N0-SF-W7-E5,MF_F010,LIGHT_10_12,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1369
391,VIS01_MP_CBB3,0xCBB3,6,10,0.6250,4,2,0x3,0xC,0x8,0x1,0xF,0x3,0x7,0xE,R2332-C3313,N3-SC-W8-E1,MF_3DDC,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
392,VIS01_MP_0D01,0x0D01,12,4,0.2500,12,1,0xF,0xE,0xA,0xB,0xF,0xF,0x5,0x4,R1030-C2011,NF-SE-WA-EB,MF_0B08,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
393,VIS01_MP_0D41,0x0D41,11,5,0.3125,11,1,0xF,0xE,0xA,0xB,0xF,0xF,0x5,0x4,R1130-C2021,NF-SE-WA-EB,MF_0B28,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
394,VIS01_MP_6643,0x6643,9,7,0.4375,5,2,0x9,0xC,0xE,0xF,0xF,0x9,0x1,0x0,R2122-C1330,N9-SC-WE-EF,MF_662C,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
395,VIS01_MP_160F,0x160F,9,7,0.4375,9,1,0xE,0x0,0x6,0xE,0xF,0xE,0x9,0x1,R4021-C2221,NE-S0-W6-EE,MF_160F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
396,VIS01_MP_F013,0xF013,9,7,0.4375,9,1,0x0,0xC,0x4,0x7,0xF,0x0,0xB,0x8,R2104-C3211,N0-SC-W4-E7,MF_F013,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
397,VIS01_MP_0F40,0x0F40,11,5,0.3125,7,2,0xF,0xF,0xB,0xB,0xF,0xF,0x4,0x4,R0140-C1121,NF-SF-WB-EB,MF_0F20,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,VERTICAL_THROUGH;DETAIL_ELIGIBLE,false,821
398,VIS01_MP_7117,0x7117,8,8,0.5000,8,1,0x8,0x8,0x0,0xF,0xE,0x8,0xF,0x0,R3113-C4220,N8-S8-W0-EF,MF_7117,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
399,VIS01_MP_8AA0,0x8AA0,11,5,0.3125,11,1,0x7,0xF,0xF,0x1,0xF,0x7,0x0,0xE,R0221-C0203,N7-SF-WF-E1,MF_1550,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
400,VIS01_MP_C9B3,0xC9B3,7,9,0.5625,7,1,0x3,0xC,0x8,0x1,0xF,0x3,0x7,0xE,R2322-C3213,N3-SC-W8-E1,MF_39DC,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,982
401,VIS01_MP_1773,0x1773,7,9,0.5625,7,1,0xE,0xC,0x0,0xF,0xE,0xE,0xF,0x0,R2331-C4320,NE-SC-W0-EF,MF_1773,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,952
402,VIS01_MP_C8F8,0xC8F8,8,8,0.5000,5,2,0x3,0x7,0xD,0x0,0x7,0x3,0x2,0xF,R1412-C1124,N3-S7-WD-E0,MF_31F1,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,585
403,VIS01_MP_C271,0xC271,9,7,0.4375,6,2,0x3,0xE,0xC,0x7,0xF,0x3,0x3,0x8,R1312-C2221,N3-SE-WC-E7,MF_34E8,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,721
404,VIS01_MP_2641,0x2641,11,5,0.3125,11,1,0xD,0xE,0xE,0xF,0xF,0xD,0x1,0x0,R1121-C1220,ND-SE-WE-EF,MF_2641,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
405,VIS01_MP_991F,0x991F,7,9,0.5625,7,1,0x6,0x0,0x0,0x2,0xE,0x6,0xF,0xD,R4122-C4113,N6-S0-W0-E2,MF_991F,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,927
406,VIS01_MP_EEB8,0xEEB8,6,10,0.6250,4,2,0x1,0x7,0xD,0x0,0x7,0x1,0x2,0xF,R1333-C1324,N1-S7-WD-E0,MF_77D1,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
407,VIS01_MP_3C1B,0x3C1B,8,8,0.5000,6,2,0xC,0x4,0x4,0xA,0xF,0xC,0xB,0x5,R3122-C3212,NC-S4-W4-EA,MF_3C1B,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
408,VIS01_MP_8A8B,0x8A8B,9,7,0.4375,9,1,0x7,0x4,0xE,0x0,0x7,0x7,0x1,0xF,R3121-C1204,N7-S4-WE-E0,MF_151D,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1164
409,VIS01_MP_840E,0x840E,11,5,0.3125,11,1,0x7,0x1,0xF,0x6,0xF,0x7,0x0,0x9,R3011-C0122,N7-S1-WF-E6,MF_1207,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
410,VIS01_MP_2622,0x2622,11,5,0.3125,7,2,0xD,0xD,0xF,0xF,0xD,0xD,0x0,0x0,R1121-C0410,ND-SD-WF-EF,MF_2622,LIGHT_10_12,SIDES_4_FULL_2,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,HORIZONTAL_THROUGH;DETAIL_ELIGIBLE,false,816
411,VIS01_MP_3511,0x3511,10,6,0.3750,10,1,0xC,0xE,0x0,0xF,0xE,0xC,0xF,0x0,R1122-C4110,NC-SE-W0-EF,MF_3511,LIGHT_10_12,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1270
412,VIS01_MP_77D0,0x77D0,7,9,0.5625,5,2,0x8,0xF,0x1,0xD,0xF,0x8,0xE,0x2,R0333-C3231,N8-SF-W1-ED,MF_77D0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,609
413,VIS01_MP_E8E0,0xE8E0,9,7,0.4375,9,1,0x1,0xF,0xF,0x1,0xF,0x1,0x0,0xE,R0313-C0223,N1-SF-WF-E1,MF_7170,BALANCED_7_9,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
414,VIS01_MP_1840,0x1840,13,3,0.1875,13,1,0xE,0xF,0x7,0xB,0xF,0xE,0x8,0x4,R0111-C1011,NE-SF-W7-EB,MF_1840,QUIET_13_16,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
415,VIS01_MP_90D8,0x90D8,10,6,0.3750,10,1,0x6,0x7,0x5,0x4,0xF,0x6,0xA,0xB,R1302-C2013,N6-S7-W5-E4,MF_90B1,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
416,VIS01_MP_314F,0x314F,8,8,0.5000,8,1,0xC,0x0,0x2,0xE,0xF,0xC,0xD,0x1,R4112-C3221,NC-S0-W2-EE,MF_314F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1063
417,VIS01_MP_6448,0x6448,11,5,0.3125,8,2,0x9,0x7,0xF,0xE,0xF,0x9,0x0,0x1,R1112-C0131,N9-S7-WF-EE,MF_6221,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,921
418,VIS01_MP_0B88,0x0B88,11,5,0.3125,11,1,0xF,0x7,0xB,0x8,0xF,0xF,0x4,0x7,R1130-C1103,NF-S7-WB-E8,MF_0B88,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
419,VIS01_MP_5447,0x5447,9,7,0.4375,5,2,0xA,0x8,0x6,0xF,0xB,0xA,0x9,0x0,R3112-C2140,NA-S8-W6-EF,MF_5447,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,616
420,VIS01_MP_20B1,0x20B1,11,5,0.3125,11,1,0xD,0xE,0xC,0xD,0xF,0xD,0x3,0x2,R1301-C2201,ND-SE-WC-ED,MF_20B1,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
421,VIS01_MP_7226,0x7226,9,7,0.4375,6,2,0x8,0x9,0x7,0xF,0xD,0x8,0x8,0x0,R2113-C1420,N8-S9-W7-EF,MF_7226,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,716
422,VIS01_MP_045D,0x045D,10,6,0.3750,10,1,0xF,0x2,0xC,0xE,0xF,0xF,0x3,0x1,R3210-C2031,NF-S2-WC-EE,MF_02AB,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
423,VIS01_MP_8F38,0x8F38,8,8,0.5000,5,2,0x7,0x7,0x9,0x2,0xF,0x7,0x6,0xD,R1241-C2213,N7-S7-W9-E2,MF_1FC1,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
424,VIS01_MP_98F0,0x98F0,9,7,0.4375,5,2,0x6,0xF,0x5,0x1,0xF,0x6,0xA,0xE,R0412-C2113,N6-SF-W5-E1,MF_91F0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
425,VIS01_MP_0070,0x0070,13,3,0.1875,13,1,0xF,0xF,0xD,0xF,0xF,0xF,0x2,0x0,R0300-C1110,NF-SF-WD-EF,MF_0070,QUIET_13_16,SIDES_4_FULL_3,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;VERTICAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1582
426,VIS01_MP_D88F,0xD88F,7,9,0.5625,7,1,0x2,0x0,0x6,0x0,0x7,0x2,0x9,0xF,R4113-C2124,N2-S0-W6-E0,MF_B11F,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,927
427,VIS01_MP_8E90,0x8E90,10,6,0.3750,6,2,0x7,0xF,0xD,0x1,0xF,0x7,0x2,0xE,R0231-C1113,N7-SF-WD-E1,MF_1790,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,727
428,VIS01_MP_2ACE,0x2ACE,8,8,0.5000,5,2,0xD,0x1,0xF,0x8,0xF,0xD,0x0,0x7,R3221-C0323,ND-S1-WF-E8,MF_2ACE,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
429,VIS01_MP_0D80,0x0D80,12,4,0.2500,12,1,0xF,0xF,0xB,0x9,0xF,0xF,0x4,0x6,R0130-C1012,NF-SF-WB-E9,MF_0B10,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;VERTICAL_THROUGH;CONNECTED_OPEN;LOW_DENSITY,true,1488
430,VIS01_MP_037F,0x037F,7,9,0.5625,7,1,0xF,0x0,0x8,0xE,0xF,0xF,0x7,0x1,R4320-C3321,NF-S0-W8-EE,MF_037F,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
431,VIS01_MP_136E,0x136E,8,8,0.5000,6,2,0xE,0x1,0x3,0xE,0xF,0xE,0xC,0x1,R3221-C2321,NE-S1-W3-EE,MF_136E,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
432,VIS01_MP_732A,0x732A,8,8,0.5000,6,2,0x8,0x5,0x3,0xE,0xD,0x8,0xC,0x1,R2123-C2411,N8-S5-W3-EE,MF_732A,BALANCED_7_9,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,710
433,VIS01_MP_F622,0xF622,8,8,0.5000,5,2,0x0,0xD,0x7,0x7,0xD,0x0,0x8,0x8,R1124-C1421,N0-SD-W7-E7,MF_F622,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,585
434,VIS01_MP_EE93,0xEE93,6,10,0.6250,4,2,0x1,0xC,0xC,0x1,0xF,0x1,0x3,0xE,R2233-C2323,N1-SC-WC-E1,MF_779C,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
435,VIS01_MP_F1B0,0xF1B0,8,8,0.5000,8,1,0x0,0xF,0x1,0x5,0xF,0x0,0xE,0xA,R0314-C3212,N0-SF-W1-E5,MF_F1B0,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1063
436,VIS01_MP_1F93,0x1F93,7,9,0.5625,4,2,0xE,0xC,0x0,0x9,0xE,0xE,0xF,0x6,R2241-C4212,NE-SC-W0-E9,MF_1F93,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,479
437,VIS01_MP_3C8F,0x3C8F,7,9,0.5625,5,2,0xC,0x0,0x6,0x8,0xF,0xC,0x9,0x7,R4122-C2223,NC-S0-W6-E8,MF_3C8F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,584
438,VIS01_MP_0061,0x0061,13,3,0.1875,13,1,0xF,0xE,0xE,0xF,0xF,0xF,0x1,0x0,R1200-C1110,NF-SE-WE-EF,MF_0061,QUIET_13_16,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
439,VIS01_MP_BB3C,0xBB3C,6,10,0.6250,4,2,0x4,0x3,0x1,0x2,0xF,0x4,0xE,0xD,R2233-C3313,N4-S3-W1-E2,MF_BB3C,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
440,VIS01_MP_0448,0x0448,13,3,0.1875,13,1,0xF,0x7,0xF,0xE,0xF,0xF,0x0,0x1,R1110-C0021,NF-S7-WF-EE,MF_0221,QUIET_13_16,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
441,VIS01_MP_EC44,0xEC44,9,7,0.4375,7,2,0x1,0xB,0xF,0x3,0xB,0x1,0x0,0xC,R1123-C0142,N1-SB-WF-E3,MF_7322,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,816
442,VIS01_MP_893F,0x893F,7,9,0.5625,7,1,0x7,0x0,0x8,0x2,0xF,0x7,0x7,0xD,R4221-C3213,N7-S0-W8-E2,MF_19CF,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
443,VIS01_MP_0855,0x0855,11,5,0.3125,9,2,0xF,0xA,0xC,0xB,0xF,0xF,0x3,0x4,R2210-C2021,NF-SA-WC-EB,MF_01AA,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,1021
444,VIS01_MP_44DF,0x44DF,7,9,0.5625,5,2,0xB,0x0,0xC,0xC,0xB,0xB,0x3,0x3,R4311-C2142,NB-S0-WC-EC,MF_22BF,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
445,VIS01_MP_F17F,0xF17F,4,12,0.7500,4,1,0x0,0x0,0x0,0x6,0xE,0x0,0xF,0x9,R4314-C4332,N0-S0-W0-E6,MF_F17F,DENSE_4_6,SIDES_1_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CONNECTED_OPEN;DETAIL_ELIGIBLE,false,491
446,VIS01_MP_8C90,0x8C90,11,5,0.3125,11,1,0x7,0xF,0xD,0x1,0xF,0x7,0x2,0xE,R0221-C1013,N7-SF-WD-E1,MF_1390,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
447,VIS01_MP_546F,0x546F,7,9,0.5625,4,2,0xA,0x0,0x6,0xE,0xB,0xA,0x9,0x1,R4212-C2241,NA-S0-W6-EE,MF_546F,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,479
448,VIS01_MP_128E,0x128E,10,6,0.3750,10,1,0xE,0x1,0x7,0xC,0xF,0xE,0x8,0x3,R3111-C1212,NE-S1-W7-EC,MF_128E,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
449,VIS01_MP_19B9,0x19B9,8,8,0.5000,8,1,0xE,0x6,0x0,0x8,0xE,0xE,0xF,0x7,R2321-C4103,NE-S6-W0-E8,MF_19B9,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
450,VIS01_MP_1537,0x1537,8,8,0.5000,8,1,0xE,0x8,0x0,0xF,0xE,0xE,0xF,0x0,R3221-C4220,NE-S8-W0-EF,MF_1537,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
451,VIS01_MP_604D,0x604D,10,6,0.3750,10,1,0x9,0x2,0xE,0xE,0xF,0x9,0x1,0x1,R3102-C1131,N9-S2-WE-EE,MF_602B,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
452,VIS01_MP_1DCF,0x1DCF,6,10,0.6250,6,1,0xE,0x0,0x2,0x8,0xF,0xE,0xD,0x7,R4231-C3133,NE-S0-W2-E8,MF_1DCF,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,858
453,VIS01_MP_ECC8,0xECC8,8,8,0.5000,8,1,0x1,0x7,0xF,0x0,0x7,0x1,0x0,0xF,R1223-C0134,N1-S7-WF-E0,MF_7331,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
454,VIS01_MP_E0A2,0xE0A2,10,6,0.3750,10,1,0x1,0xD,0xF,0x5,0xF,0x1,0x0,0xA,R1203-C0312,N1-SD-WF-E5,MF_7054,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
455,VIS01_MP_8AE8,0x8AE8,9,7,0.4375,9,1,0x7,0x7,0xF,0x0,0x7,0x7,0x0,0xF,R1321-C0214,N7-S7-WF-E0,MF_1571,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1164
456,VIS01_MP_9571,0x9571,8,8,0.5000,5,2,0x6,0xE,0x0,0x7,0xE,0x6,0xF,0x8,R1322-C4121,N6-SE-W0-E7,MF_9571,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,585
457,VIS01_MP_EEB1,0xEEB1,6,10,0.6250,4,2,0x1,0xE,0xC,0x1,0xF,0x1,0x3,0xE,R1333-C2323,N1-SE-WC-E1,MF_77D8,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
458,VIS01_MP_CEC0,0xCEC0,9,7,0.4375,9,1,0x3,0xF,0xF,0x1,0xF,0x3,0x0,0xE,R0232-C0133,N3-SF-WF-E1,MF_3730,BALANCED_7_9,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
459,VIS01_MP_9C07,0x9C07,9,7,0.4375,9,1,0x6,0x8,0x6,0x3,0xF,0x6,0x9,0xC,R3022-C2122,N6-S8-W6-E3,MF_930E,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
460,VIS01_MP_8DEE,0x8DEE,6,10,0.6250,4,2,0x7,0x1,0xB,0x0,0x7,0x7,0x4,0xF,R3331-C1234,N7-S1-WB-E0,MF_1B77,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
461,VIS01_MP_1D9D,0x1D9D,7,9,0.5625,7,1,0xE,0x2,0x0,0x8,0xE,0xE,0xF,0x7,R3231-C4023,NE-S2-W0-E8,MF_1D9D,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,952
462,VIS01_MP_D0C9,0xD0C9,9,7,0.4375,9,1,0x2,0x6,0x6,0x4,0xF,0x2,0x9,0xB,R2203-C2023,N2-S6-W6-E4,MF_B039,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
463,VIS01_MP_C157,0xC157,8,8,0.5000,8,1,0x3,0x8,0x8,0x7,0xF,0x3,0x7,0x8,R3212-C3131,N3-S8-W8-E7,MF_38AE,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
464,VIS01_MP_E059,0xE059,9,7,0.4375,9,1,0x1,0x6,0xC,0x6,0xF,0x1,0x3,0x9,R2203-C2122,N1-S6-WC-E6,MF_70A9,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
465,VIS01_MP_9705,0x9705,9,7,0.4375,7,2,0x6,0xA,0x2,0x7,0xF,0x6,0xD,0x8,R2032-C3121,N6-SA-W2-E7,MF_9705,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
466,VIS01_MP_F19C,0xF19C,7,9,0.5625,7,1,0x0,0x3,0x1,0x4,0xF,0x0,0xE,0xB,R2214-C3123,N0-S3-W1-E4,MF_F19C,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
467,VIS01_MP_B013,0xB013,10,6,0.3750,10,1,0x4,0xC,0x4,0x7,0xF,0x4,0xB,0x8,R2103-C3201,N4-SC-W4-E7,MF_B013,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
468,VIS01_MP_102C,0x102C,12,4,0.2500,12,1,0xE,0x3,0x7,0xE,0xF,0xE,0x8,0x1,R2101-C1111,NE-S3-W7-EE,MF_102C,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
469,VIS01_MP_8EB0,0x8EB0,9,7,0.4375,5,2,0x7,0xF,0xD,0x1,0xF,0x7,0x2,0xE,R0331-C1213,N7-SF-WD-E1,MF_17D0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
